album,name,artist,release_date,album_image_url,artist_image_url,id,year,featured_artists,artist_genres,artist_popularity,followers,track_number,tracks_on_album,album_label,explicit,duration_minutes,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,tempo_confidence,track_length,end_fade_in,start_fade_out,end_silence_time,uri,track_href,analysis_url,artist_uri,album_uri,artist_spotify_link,tatums_per_minute,beats_per_minute,bars_per_minute
The Saga Continues,"My Only One (feat. Ghostface Killah, RZA, Cappadonna, and Steven Latorre)",Wu-Tang Clan,2017-10-13,https://i.scdn.co/image/ab67616d0000b2730801dc9348fc349134b9f7bd,https://i.scdn.co/image/c4014e4323f08d1a32d63c69f15230ad69a8099d,0jiRTUWCKXYwIQjb8iTC8a,2017,RZA,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",71,2024822,16,18,eOne Music,1,4.733333333333333,36,0.699,0.763,4,-5.664,0,0.247,0.000548,0.0325,0.122,0.232,191.932,0.078,284.0,0.0,265.4215,18.57850000000002,spotify:track:0jiRTUWCKXYwIQjb8iTC8a,https://api.spotify.com/v1/tracks/0jiRTUWCKXYwIQjb8iTC8a,https://api.spotify.com/v1/audio-analysis/0jiRTUWCKXYwIQjb8iTC8a,spotify:artist:34EP7KEpOjXcM2TCat1ISk,spotify:album:7gA7voyYSM2TE9CREUkmtX,https://open.spotify.com/artist/34EP7KEpOjXcM2TCat1ISk,377.7464788732394,188.8732394366197,46.901408450704224
The Saga Continues,Message,Wu-Tang Clan,2017-10-13,https://i.scdn.co/image/ab67616d0000b2730801dc9348fc349134b9f7bd,https://i.scdn.co/image/c4014e4323f08d1a32d63c69f15230ad69a8099d,70ClasqnO2Mo2K2rgiHYiF,2017,No Features,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",71,2024822,17,18,eOne Music,1,2.0865,28,0.72,0.799,1,-4.206,1,0.164,0.0471,0.0,0.493,0.649,157.467,0.334,125.19084,0.0,115.2,9.990839999999992,spotify:track:70ClasqnO2Mo2K2rgiHYiF,https://api.spotify.com/v1/tracks/70ClasqnO2Mo2K2rgiHYiF,https://api.spotify.com/v1/audio-analysis/70ClasqnO2Mo2K2rgiHYiF,spotify:artist:34EP7KEpOjXcM2TCat1ISk,spotify:album:7gA7voyYSM2TE9CREUkmtX,https://open.spotify.com/artist/34EP7KEpOjXcM2TCat1ISk,304.81667864845434,152.40833932422717,37.862449077402346
The Saga Continues,The Saga Continues Outro (feat. RZA),Wu-Tang Clan,2017-10-13,https://i.scdn.co/image/ab67616d0000b2730801dc9348fc349134b9f7bd,https://i.scdn.co/image/c4014e4323f08d1a32d63c69f15230ad69a8099d,1hfmtLvj2hd5WJ04DxR1GG,2017,RZA,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",71,2024822,18,18,eOne Music,1,0.7558666666666667,27,0.701,0.861,4,-4.948,1,0.27,0.18,0.0,0.268,0.528,149.945,0.621,45.35215,0.06286,43.18331,2.168840000000003,spotify:track:1hfmtLvj2hd5WJ04DxR1GG,https://api.spotify.com/v1/tracks/1hfmtLvj2hd5WJ04DxR1GG,https://api.spotify.com/v1/audio-analysis/1hfmtLvj2hd5WJ04DxR1GG,spotify:artist:34EP7KEpOjXcM2TCat1ISk,spotify:album:7gA7voyYSM2TE9CREUkmtX,https://open.spotify.com/artist/34EP7KEpOjXcM2TCat1ISk,291.05662374316455,145.52831187158228,34.39760098782854
Bon Iver,Perth,Bon Iver,2011-06-21,https://i.scdn.co/image/ab67616d0000b2736e68b2cb5583d891095d8c21,https://i.scdn.co/image/d5ea2b221938b03e2096ef2c2caf2a0558014c1e,6TVs7Lap6ZcrpZk1xfOgtv,2011,No Features,"['eau claire indie', 'indie folk', 'melancholia']",80,2965980,1,10,Jagjaguwar,0,4.367983333333333,52,0.468,0.453,0,-14.463,0,0.0464,0.855,0.552,0.326,0.0679,119.932,0.297,262.08,8.841,256.05225,6.027749999999969,spotify:track:6TVs7Lap6ZcrpZk1xfOgtv,https://api.spotify.com/v1/tracks/6TVs7Lap6ZcrpZk1xfOgtv,https://api.spotify.com/v1/audio-analysis/6TVs7Lap6ZcrpZk1xfOgtv,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,spotify:album:1JlvIsP2f6ckoa62aN7kLn,https://open.spotify.com/artist/4LEiUm1SRbFMgfqnQTwUbQ,237.638269376791,118.8191346883955,29.762018322719488
Bon Iver,"Minnesota, WI",Bon Iver,2011-06-21,https://i.scdn.co/image/ab67616d0000b2736e68b2cb5583d891095d8c21,https://i.scdn.co/image/d5ea2b221938b03e2096ef2c2caf2a0558014c1e,4cawaZVzboa3UYqgR4kalj,2011,No Features,"['eau claire indie', 'indie folk', 'melancholia']",80,2965980,2,10,Jagjaguwar,0,3.874,49,0.563,0.346,0,-15.504,0,0.0428,0.968,0.233,0.115,0.502,119.936,0.522,232.44,0.0,221.86086,10.579139999999995,spotify:track:4cawaZVzboa3UYqgR4kalj,https://api.spotify.com/v1/tracks/4cawaZVzboa3UYqgR4kalj,https://api.spotify.com/v1/audio-analysis/4cawaZVzboa3UYqgR4kalj,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,spotify:album:1JlvIsP2f6ckoa62aN7kLn,https://open.spotify.com/artist/4LEiUm1SRbFMgfqnQTwUbQ,232.8342798141456,116.4171399070728,29.168817759421785
Bon Iver,Holocene,Bon Iver,2011-06-21,https://i.scdn.co/image/ab67616d0000b2736e68b2cb5583d891095d8c21,https://i.scdn.co/image/d5ea2b221938b03e2096ef2c2caf2a0558014c1e,4fbvXwMTXPWaFyaMWUm9CR,2011,No Features,"['eau claire indie', 'indie folk', 'melancholia']",80,2965980,3,10,Jagjaguwar,0,5.610216666666667,69,0.375,0.304,1,-14.52,1,0.0302,0.943,0.303,0.126,0.147,147.989,0.285,336.61334,0.41193,322.351,14.262339999999995,spotify:track:4fbvXwMTXPWaFyaMWUm9CR,https://api.spotify.com/v1/tracks/4fbvXwMTXPWaFyaMWUm9CR,https://api.spotify.com/v1/audio-analysis/4fbvXwMTXPWaFyaMWUm9CR,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,spotify:album:1JlvIsP2f6ckoa62aN7kLn,https://open.spotify.com/artist/4LEiUm1SRbFMgfqnQTwUbQ,291.96733340661234,145.98366670330617,36.718724469940256
Bon Iver,Towers,Bon Iver,2011-06-21,https://i.scdn.co/image/ab67616d0000b2736e68b2cb5583d891095d8c21,https://i.scdn.co/image/d5ea2b221938b03e2096ef2c2caf2a0558014c1e,5rP9Weh1uFtlyRGqnzyQnd,2011,No Features,"['eau claire indie', 'indie folk', 'melancholia']",80,2965980,4,10,Jagjaguwar,0,3.134,54,0.35,0.334,9,-12.412,1,0.0323,0.945,0.703,0.273,0.131,91.592,0.303,188.04,0.3078,171.54321,16.496790000000004,spotify:track:5rP9Weh1uFtlyRGqnzyQnd,https://api.spotify.com/v1/tracks/5rP9Weh1uFtlyRGqnzyQnd,https://api.spotify.com/v1/audio-analysis/5rP9Weh1uFtlyRGqnzyQnd,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,spotify:album:1JlvIsP2f6ckoa62aN7kLn,https://open.spotify.com/artist/4LEiUm1SRbFMgfqnQTwUbQ,175.49457562220806,87.74728781110403,21.378430121250798
Bon Iver,Michicant,Bon Iver,2011-06-21,https://i.scdn.co/image/ab67616d0000b2736e68b2cb5583d891095d8c21,https://i.scdn.co/image/d5ea2b221938b03e2096ef2c2caf2a0558014c1e,0oirMI8pqPHJiJFTX1LhKh,2011,No Features,"['eau claire indie', 'indie folk', 'melancholia']",80,2965980,5,10,Jagjaguwar,0,3.7622166666666668,50,0.235,0.162,8,-16.538,1,0.0316,0.927,0.204,0.104,0.0993,147.797,0.182,225.73334,0.35995,213.09534,12.638000000000005,spotify:track:0oirMI8pqPHJiJFTX1LhKh,https://api.spotify.com/v1/tracks/0oirMI8pqPHJiJFTX1LhKh,https://api.spotify.com/v1/audio-analysis/0oirMI8pqPHJiJFTX1LhKh,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,spotify:album:1JlvIsP2f6ckoa62aN7kLn,https://open.spotify.com/artist/4LEiUm1SRbFMgfqnQTwUbQ,288.1280096397071,144.06400481985355,47.84413444201778
Bon Iver,"Hinnom, TX",Bon Iver,2011-06-21,https://i.scdn.co/image/ab67616d0000b2736e68b2cb5583d891095d8c21,https://i.scdn.co/image/d5ea2b221938b03e2096ef2c2caf2a0558014c1e,5kiZpF6a7kxZLurZVSewtw,2011,No Features,"['eau claire indie', 'indie folk', 'melancholia']",80,2965980,6,10,Jagjaguwar,0,2.7502166666666668,48,0.671,0.195,9,-18.588,0,0.0526,0.972,0.55,0.0791,0.639,121.691,0.777,165.01334,3.42494,151.87592,13.137419999999992,spotify:track:5kiZpF6a7kxZLurZVSewtw,https://api.spotify.com/v1/tracks/5kiZpF6a7kxZLurZVSewtw,https://api.spotify.com/v1/audio-analysis/5kiZpF6a7kxZLurZVSewtw,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,spotify:album:1JlvIsP2f6ckoa62aN7kLn,https://open.spotify.com/artist/4LEiUm1SRbFMgfqnQTwUbQ,242.16273869331508,121.08136934665754,30.17944040772545
Bon Iver,Wash.,Bon Iver,2011-06-21,https://i.scdn.co/image/ab67616d0000b2736e68b2cb5583d891095d8c21,https://i.scdn.co/image/d5ea2b221938b03e2096ef2c2caf2a0558014c1e,3g9mw4A8vdljOKgwrit88g,2011,No Features,"['eau claire indie', 'indie folk', 'melancholia']",80,2965980,7,10,Jagjaguwar,0,4.9764333333333335,58,0.31,0.145,0,-19.276,1,0.0303,0.99,0.275,0.076,0.323,162.808,0.199,298.58667,0.23764,266.75665,31.830020000000047,spotify:track:3g9mw4A8vdljOKgwrit88g,https://api.spotify.com/v1/tracks/3g9mw4A8vdljOKgwrit88g,https://api.spotify.com/v1/audio-analysis/3g9mw4A8vdljOKgwrit88g,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,spotify:album:1JlvIsP2f6ckoa62aN7kLn,https://open.spotify.com/artist/4LEiUm1SRbFMgfqnQTwUbQ,316.2907838947573,158.14539194737864,52.4472011413797
Bon Iver,Calgary,Bon Iver,2011-06-21,https://i.scdn.co/image/ab67616d0000b2736e68b2cb5583d891095d8c21,https://i.scdn.co/image/d5ea2b221938b03e2096ef2c2caf2a0558014c1e,4lGb7vjGqK8OZhXRozj0Go,2011,No Features,"['eau claire indie', 'indie folk', 'melancholia']",80,2965980,8,10,Jagjaguwar,0,4.17,49,0.508,0.466,11,-11.504,1,0.035,0.923,0.169,0.622,0.0768,119.952,0.594,250.2,0.4015,232.53624,17.663759999999996,spotify:track:4lGb7vjGqK8OZhXRozj0Go,https://api.spotify.com/v1/tracks/4lGb7vjGqK8OZhXRozj0Go,https://api.spotify.com/v1/audio-analysis/4lGb7vjGqK8OZhXRozj0Go,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,spotify:album:1JlvIsP2f6ckoa62aN7kLn,https://open.spotify.com/artist/4LEiUm1SRbFMgfqnQTwUbQ,236.45083932853717,118.22541966426859,29.496402877697843
Bon Iver,"Lisbon, OH",Bon Iver,2011-06-21,https://i.scdn.co/image/ab67616d0000b2736e68b2cb5583d891095d8c21,https://i.scdn.co/image/d5ea2b221938b03e2096ef2c2caf2a0558014c1e,159ld20LzWoNcdk5HmPjjW,2011,No Features,"['eau claire indie', 'indie folk', 'melancholia']",80,2965980,9,10,Jagjaguwar,0,1.556,45,0.17,0.0219,4,-26.439,1,0.0414,0.993,0.917,0.0873,0.0346,69.827,0.007,93.36,8.56236,93.36,0.0,spotify:track:159ld20LzWoNcdk5HmPjjW,https://api.spotify.com/v1/tracks/159ld20LzWoNcdk5HmPjjW,https://api.spotify.com/v1/audio-analysis/159ld20LzWoNcdk5HmPjjW,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,spotify:album:1JlvIsP2f6ckoa62aN7kLn,https://open.spotify.com/artist/4LEiUm1SRbFMgfqnQTwUbQ,142.67352185089973,71.33676092544987,17.35218508997429
Bon Iver,Beth/Rest,Bon Iver,2011-06-21,https://i.scdn.co/image/ab67616d0000b2736e68b2cb5583d891095d8c21,https://i.scdn.co/image/d5ea2b221938b03e2096ef2c2caf2a0558014c1e,6UI6aabe8NSRgTVySHn6CP,2011,No Features,"['eau claire indie', 'indie folk', 'melancholia']",80,2965980,10,10,Jagjaguwar,0,5.28,50,0.489,0.249,9,-12.812,1,0.0323,0.922,0.597,0.112,0.0507,128.171,0.027,316.8,0.0,293.4654,23.334600000000023,spotify:track:6UI6aabe8NSRgTVySHn6CP,https://api.spotify.com/v1/tracks/6UI6aabe8NSRgTVySHn6CP,https://api.spotify.com/v1/audio-analysis/6UI6aabe8NSRgTVySHn6CP,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,spotify:album:1JlvIsP2f6ckoa62aN7kLn,https://open.spotify.com/artist/4LEiUm1SRbFMgfqnQTwUbQ,239.39393939393938,119.69696969696969,29.924242424242422
